quando                    | quem    | balcao | o_que                     | canal_criado/usado 
Wed May 27 18:25:09 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30890      
Wed May 27 18:25:09 2015  | Cliente | 4      | fim_atendimento           | /tmp/fc_30890      
Wed May 27 18:25:09 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30679      
Wed May 27 18:25:09 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30679      
Wed May 27 18:25:09 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30744      
Wed May 27 18:25:09 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30744      
Wed May 27 18:25:09 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30729      
Wed May 27 18:25:09 2015  | Cliente | 2      | fim_atendimento           | /tmp/fc_30729      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30888      
Wed May 27 18:25:10 2015  | Cliente | 4      | fim_atendimento           | /tmp/fc_30888      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30693      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30693      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30692      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30692      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30681      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30681      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30700      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30688      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30700      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30688      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30690      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30678      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30687      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30678      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30687      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30696      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30696      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30690      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30689      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30685      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30689      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30685      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30686      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30686      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30697      
Wed May 27 18:25:10 2015  | Cliente | 1      | fim_atendimento           | /tmp/fc_30697      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30726      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30724      
Wed May 27 18:25:10 2015  | Cliente | 2      | fim_atendimento           | /tmp/fc_30726      
Wed May 27 18:25:10 2015  | Cliente | 2      | fim_atendimento           | /tmp/fc_30724      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30727      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30734      
Wed May 27 18:25:10 2015  | Cliente | 2      | fim_atendimento           | /tmp/fc_30727      
Wed May 27 18:25:10 2015  | Cliente | 2      | fim_atendimento           | /tmp/fc_30734      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30775      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30738      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30775      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30738      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30736      
Wed May 27 18:25:10 2015  | Cliente | 2      | fim_atendimento           | /tmp/fc_30736      
Wed May 27 18:25:10 2015  | Balcao  | 2      | fecha_balcao              | /tmp/fb_30670      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30784      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30784      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30778      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30778      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30779      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30777      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30779      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30777      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30780      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30780      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30785      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30776      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30776      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30785      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30782      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30782      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30783      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30783      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30795      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30795      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30747      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30747      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30787      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30787      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30800      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30800      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30789      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30789      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30737      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30737      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30791      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30791      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30808      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30808      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30793      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30793      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30781      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30781      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30812      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30812      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30814      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30814      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30809      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30809      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30816      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30816      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30815      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30815      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30813      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30801      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30813      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30801      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30802      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30820      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30820      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30802      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30810      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30810      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30819      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30819      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30807      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30797      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30798      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30797      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30807      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30811      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30798      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30799      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30799      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30811      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30817      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30817      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30804      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30821      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30805      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30804      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30821      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30822      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30805      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30822      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30806      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30788      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30806      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30788      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30818      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30818      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30796      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30748      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30796      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30748      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30803      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30794      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30752      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30803      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30752      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30749      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30750      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30794      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30750      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30790      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30792      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30749      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30790      
Wed May 27 18:25:10 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30751      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30792      
Wed May 27 18:25:10 2015  | Cliente | 3      | fim_atendimento           | /tmp/fc_30751      
Wed May 27 18:25:11 2015  | Balcao  | 5      | cria_linh_mempart         | /tmp/fb_30923      
Wed May 27 18:25:11 2015  | Balcao  | 6      | cria_linh_mempart         | /tmp/fb_30922      
Wed May 27 18:25:11 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30897      
Wed May 27 18:25:11 2015  | Cliente | 4      | fim_atendimento           | /tmp/fc_30897      
Wed May 27 18:25:12 2015  | Balcao  | 1      | fim_atend_cli             | /tmp/fc_30898      
Wed May 27 18:25:12 2015  | Cliente | 4      | fim_atendimento           | /tmp/fc_30898      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_30930      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30930      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_30931      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30931      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_30935      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30935      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_30929      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30929      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_30932      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30932      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_30940      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30940      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_30934      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30934      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_30936      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30936      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_30937      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30937      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_30933      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30933      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_30939      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30939      
Wed May 27 18:25:12 2015  | Cliente | 1      | pede_atendimento          | /tmp/fc_30938      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30938      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30952      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30956      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30969      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30952      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30956      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30954      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30969      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30954      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30987      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30987      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30955      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30957      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30955      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30957      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31012      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31012      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31017      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31015      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31017      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31026      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31013      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31015      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31024      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31026      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31013      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31014      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31033      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31024      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30977      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31033      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31016      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31067      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31014      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30959      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30977      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31022      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31060      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31018      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31067      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31045      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30971      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31022      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31016      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31019      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31060      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30959      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31018      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31048      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30999      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31045      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31011      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31038      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30971      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31020      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31048      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30973      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30961      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31011      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31054      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30999      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31037      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31021      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30973      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31038      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31019      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31054      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30958      
Wed May 27 18:25:12 2015  | Cliente | 5      | pede_atendimento          | /tmp/fc_31010      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31032      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31020      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30961      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31021      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30993      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31037      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30958      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31077      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31010      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30960      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30993      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30975      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31032      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31031      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31077      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30960      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30962      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30975      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31043      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30962      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30979      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31066      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31031      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31043      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30995      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30979      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31064      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31066      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_30986      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30995      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_30986      
Wed May 27 18:25:12 2015  | Cliente | 6      | pede_atendimento          | /tmp/fc_31040      
Wed May 27 18:25:12 2015  | Cliente | 3      | pede_atendimento          | /tmp/fc_31001      
Wed May 27 18:25:12 2015  | Balcao  | 1      | inicia_atend_cli          | /tmp/fc_31064      
